"Hour","Temp_degC","Relative_humidity_p","Solar_radiation_wattsperm2","Rainfall_mm","Date","Station","Latitude","Longitude","Data_source"
"9","-7.3","89","77","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"10","-6.8","87","102","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"11","-6.4","89","140","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"12","-6.0","90","146","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"13","-5.8","90","86","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"14","-5.4","90","46","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"15","-5.2","90","39","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"16","-5.1","88","12","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"17","-5.0","87","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"18","-6.0","86","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"19","-6.6","89","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"20","-6.6","89","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"21","-7.3","89","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"22","-7.7","90","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"23","-8.3","92","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"0","-9.0","93","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"1","-9.0","93","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"2","-9.0","93","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"3","-8.9","93","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"4","-8.5","92","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
"5","-8.3","91","0","0.0",2015-01-07,"DCHI",39.73,-75.52,"DEOS"
